entity:ID,name,:LABEL
e80,高热寒战、乳房疼痛肿胀、化脓破溃，压痛等,my_entity
e81,温和噬菌体的核酸,my_entity
e82,囊内的原生质体分割而成,my_entity
e83,女性生殖感染,my_entity
e84,羊支原体性肺炎,my_entity
e85,无菌性脑膜炎、红疹、普通感冒等,my_entity
e86,芝兰,my_entity
e87,水溶,my_entity
e88,假白喉杆菌、溃疡棒状杆菌等,my_entity
e89,菌种,my_entity
e90,细菌（刘惜君的粉丝名称）,my_entity
e91,体内有病原体存在并繁殖,my_entity
e92,Model,my_entity
e93,类杆菌,my_entity
e94,精细带宽管理、业务感知等,my_entity
e95,巴斯德研究所,my_entity
e96,有3200个核苷酸组成,my_entity
e97,avian-human,my_entity
e98,脊索动物亚门,my_entity
e99,非典型肺炎,my_entity
e100,甲型H3N2流感病毒,my_entity
e101,2/3为RNA病毒,my_entity
e102,SARS冠状病毒感染,my_entity
e103,1.反应性增多；2.继发性增多；3.克隆性嗜酸性粒细胞增多；4.特发性增多,my_entity
e104,活体微生物细胞,my_entity
e105,是专性活细胞内寄生物,my_entity
e106,担子菌纲、黑粉菌纲、锈菌纲,my_entity
e107,Coronavirus,my_entity
e108,N-acetyl-D-(+)-glucosamine,my_entity
e109,Armillaria,my_entity
e110,醋酸杆菌科,my_entity
e111,C18H37N5O9,my_entity
e112,灰色链霉菌,my_entity
e113,饲料,my_entity
e114,1949年,my_entity
e115,可传染,my_entity
e116,xì,my_entity
e117,食道炎,my_entity
e118,activating,my_entity
e119,飘尘,my_entity
e120,口角潮红、起疱、皲裂、糜烂、结痂、脱屑等,my_entity
e121,苏冰；周光炎,my_entity
e122,再障,my_entity
e123,Actinomyces,my_entity
e124,节肢动物,my_entity
e125,Tulipa,my_entity
e126,葡萄球菌，链球菌及大肠杆菌等，滴虫或念珠菌,my_entity
e127,用自发突变方法来选育菌种等,my_entity
e128,伯克霍尔德菌,my_entity
e129,medicalmicrobiology,my_entity
e130,原发性：婴幼儿,my_entity
e131,Macrophage,my_entity
e132,组织细胞,my_entity
e133,野兔热杆菌,my_entity
e134,Gill;Lamellae,my_entity
e135,6属,my_entity
e136,转基因小鼠,my_entity
e137,细菌毒素,my_entity
e138,非洲，中东，西亚，北美,my_entity
e139,255-257°C,my_entity
e140,水不溶性的结构称为包涵体,my_entity
e141,370.38,my_entity
e142,阵发性痉挛,my_entity
e143,卫生,my_entity
e144,1种独特的传染因子,my_entity
e145,婴幼儿不能肌内注射,my_entity
e146,紫外线（物理学中光学定义）,my_entity
e147,母婴传播,my_entity
e148,医科,my_entity
e149,子宫内膜,my_entity
e150,生物技术,my_entity
e151,动物和真菌,my_entity
e152,自然免疫,my_entity
e153,胃癌,my_entity
e154,与直肠炎并发,my_entity
e155,蚜虫、叶蝉、飞虱、蓟马，白粉虱,my_entity
e156,hypha,my_entity
e157,滴虫性阴道炎和尿道炎,my_entity
e158,免疫活性细胞,my_entity
e159,嵌合抗体、改型抗体等几类,my_entity
e160,博士研究生,my_entity
e161,肛管炎症,my_entity
e162,杂交瘤技术来制备,my_entity
e163,芽生生殖,my_entity
e164,口服，成人每日15～40mg，需要时增加到60mg,my_entity
e165,gastric,my_entity
e166,发热、阴囊胀痛肿大、隐痛、沉坠感、压痛等,my_entity
e167,山东济南,my_entity
e168,pus,my_entity
e169,朊病毒病,my_entity
e170,霉菌毒素,my_entity
e171,《微生物学》,my_entity
e172,2市辖区、5市辖开发区、1县级市、8县,my_entity
e173,由聚积在口腔内的细菌引起,my_entity
e174,19世纪后半叶,my_entity
e175,腹痛、水泻、呕吐及发热,my_entity
e176,原发性肺结核或组织胞浆菌病感染所致,my_entity
e177,trachoma,my_entity
e178,免疫屏障,my_entity
e179,抗原特异性,my_entity
e180,中风、心肌梗塞、低血容量休克等,my_entity
e181,ascospore,my_entity
e182,207-175-4,my_entity
e183,糖酵解,my_entity
e184,极端环境微生物的研究有二十余年,my_entity
e185,立克次体目,my_entity
e186,含13%DNA和87%的蛋白质,my_entity
e187,CN：,my_entity
e188,镰刀菌属,my_entity
e189,头孢噻甲羧肟,my_entity
e190,散囊菌纲,my_entity
e191,泰妙菌素,my_entity
e192,肠道指大小肠,my_entity
e193,adjuvant,my_entity
e194,lysogenic,my_entity
e195,L-Asparagine,my_entity
e196,DNA病毒 RNA病毒,my_entity
e197,土壤生态系统,my_entity
e198,发热，咳嗽，咽部充血，呼吸困难及发绀，嗜睡，萎靡，面色苍白等,my_entity
e199,无菌的条件,my_entity
e200,间接和直接传播,my_entity
e201,菌（微生物）,my_entity
e202,慎用,my_entity
e203,与RNA序列相同的那一个DNA单链,my_entity
e204,C/Xi,my_entity
e205,专性厌氧性细菌,my_entity
e206,germs,my_entity
e207,19031,my_entity
e208,破伤风抗毒素,my_entity
e209,上班一族,my_entity
e210,Aedes（Stegomyia）albopictus,my_entity
e211,军事科学院系统工程研究院研究员、信息系统安全重点实验室主任,my_entity
e212,鸽痘,my_entity
e213,孢囊梗,my_entity
e214,眼科学（科学种类）,my_entity
e215,生物活体或其代谢产物作为农药,my_entity
e216,45种细菌,my_entity
e217,MK-8(H4),my_entity
e218,疫苗,my_entity
e219,腥,my_entity
e220,儿科，小儿传染病科,my_entity
e221,α-变形杆菌纲,my_entity
e222,2012年3月11日,my_entity
e223,菌种分离,my_entity
e224,固体培养基的一种形式,my_entity
e225,麻风病,my_entity
e226,呼吸短促,my_entity
e227,先天性,my_entity
e228,西尼罗病毒经蚊子传播,my_entity
e229,能分解有机污染物,my_entity
e230,担子菌门纲 Basidiomycetes,my_entity
e231,结缔组织病,my_entity
e232,phimosis,my_entity
e233,drymouth,my_entity
e234,spirillar,my_entity
e235,铁荚菌科,my_entity
e236,细菌菌落,my_entity
e237,3－O－α-羧乙基-D-葡萄糖胺。,my_entity
e238,棉籽经过剥壳机分离后剩下的外壳,my_entity
e239,常因β-溶血性链球菌“致肾炎菌株”感染所致,my_entity
e240,河南、四川、云南,my_entity
e241,2-3月龄的仔猪,my_entity
e242,详细如下,my_entity
e243,伞菌目,my_entity
e244,C40H56,my_entity
e245,肠、胃,my_entity
e246,子宫,my_entity
e247,节肢动物门,my_entity
e248,约为4.5,my_entity
e249,Loculoascomycetes,my_entity
e250,阻遏蛋白、反义RNA...,my_entity
e251,白色念珠菌,my_entity
e252,无菌培养基,my_entity
e253,产气荚膜杆菌,my_entity
e254,传染性软疣,my_entity
e255,间接接触、性交等方式传播,my_entity
e256,抗感染药,my_entity
e257,十二指肠溃疡,my_entity
e258,李兴杰,my_entity
e259,曲线表示出来,my_entity
e260,细菌武器,my_entity
e261,嗜极菌,my_entity
e262,鞭毛藻,my_entity
e263,紧密附着于根际土壤中的微生物,my_entity
e264,法国里摩日大学,my_entity
e265,需氧或兼性厌氧,my_entity
e266,isolation,my_entity
e267,隔離,my_entity
e268,240.3,my_entity
e269,γ－Globulin,my_entity
e270,低聚果糖,my_entity
e271,天然色素,my_entity
e272,直接居住生活在一起,my_entity
e273,侧孢短芽孢杆菌,my_entity
e274,8%,my_entity
e275,O’Meara氏法、Barritt氏法、快速法,my_entity
e276,208-590-3,my_entity
e277,cold,my_entity
e278,红、肿、热、痛,my_entity
e279,胃底腺、贲门腺和幽门腺,my_entity
e280,449.9°C,my_entity
e281,Pseudomonas,my_entity
e282,附睾炎,my_entity
e283,膈肌麻痹,my_entity
e284,微生态学、仿生学,my_entity
e285,是鲜奶处理的一种灭菌工艺,my_entity
e286,活菌制剂,my_entity
e287,1919年9月24日,my_entity
e288,抵御极端的寒冷环境,my_entity
e289,微溶于水,my_entity
e290,Hymenomycetes,my_entity
e291,vibrio,my_entity
e292,聚醚类抗生素,my_entity
e293,李小安（医生）,my_entity
e294,thiazole,my_entity
e295,细菌感染所致,my_entity
e296,建立了间接血凝反应,my_entity
e297,疏松组织,my_entity
e298,Thermophilic,my_entity
e299,Kun,my_entity
e300,发热与斑丘疹、疱疹同时，或无发热即出疹,my_entity
e301,37℃中放18～24小时生长,my_entity
e302,helper,my_entity
e303,细胞免疫,my_entity
e304,Tonsil,my_entity
e305,Thallophyte,my_entity
e306,剧毒,my_entity
e307,200-797-7,my_entity
e308,厚垣孢子,my_entity
e309,古细菌界,my_entity
e310,《恙虫病检验手册》、《弓形体病》,my_entity
e311,Artificial,my_entity
e312,片剂,my_entity
e313,Hemoptysis,my_entity
e314,1～3年,my_entity
e315,昆虫纲,my_entity
e316,关节红、肿、热、痛、功能障碍及关节畸形,my_entity
e317,仿生学,my_entity
e318,处方药、基本药物,my_entity
e319,中国约657种,my_entity
e320,竹节状、鹿角状、球拍状、螺旋状和梳状等,my_entity
e321,张辉,my_entity
e322,大分子通过内吞的作用进入细胞,my_entity
e323,苏联医学科学院病毒学研究所,my_entity
e324,Saprotrophs;,my_entity
e325,2018年,my_entity
e326,李小安,my_entity
e327,感染葡萄球菌、链球菌、大肠杆菌，或滴虫、念珠菌等,my_entity
e328,transduction,my_entity
e329,淋巴器官,my_entity
e330,伞菌、香菇、菌类（Lentius）,my_entity
e331,5-Fluorouracil,my_entity
e332,C9H8O4,my_entity
e333,葡萄球菌属,my_entity
e334,界（生物学分类）,my_entity
e335,小儿结核病,my_entity
e336,淀粉等天然物质,my_entity
e337,脓肿,my_entity
e338,Bordetella,my_entity
e339,创伤,my_entity
e340,颊黏膜，舌，齿龈，上腭,my_entity
e341,子囊果,my_entity
e342,smallpox,my_entity
e343,Anthrax,my_entity
e344,不溶于水、稀酸、碱、乙醇或其它有机溶剂,my_entity
e345,food,my_entity
e346,systemic,my_entity
e347,BF,my_entity
e348,支气管炎,my_entity
e349,黄叶病、暂黄病,my_entity
e350,immunology,my_entity
e351,合成自身的含氮化合物,my_entity
e352,病毒（乐队）,my_entity
e353,150.22,my_entity
e354,CFU,my_entity
e355,淋巴滤泡不明显,my_entity
e356,丙型肝炎、丙肝,my_entity
e357,液体培养基,my_entity
e358,观察细菌,my_entity
e359,美德定,my_entity
e360,Spermin,my_entity
e361,密封保,my_entity
e362,N-乙酰基神经氨酸,my_entity
e363,作为基因导入细胞的工具,my_entity
e364,生物载体,my_entity
e365,江苏省靖江,my_entity
e366,双特异性抗体,my_entity
e367,agarose,my_entity
e368,根尖周炎,my_entity
e369,食用大量含硝酸盐的食物,my_entity
e370,预防狂犬病,my_entity
e371,香菇多糖,my_entity
e372,30,my_entity
e373,风诊,my_entity
e374,571℃,my_entity
e375,农用抗生素,my_entity
e376,山羊,my_entity
e377,生理学,my_entity
e378,消毒,my_entity
e379,感染科、肿瘤科,my_entity
e380,1946～1947年,my_entity
e381,multiple,my_entity
e382,心脏，神经，胃，眼，耳等,my_entity
e383,enzyme,my_entity
e384,以贫血、出血和感染为主要表现,my_entity
e385,生物过程在生产,my_entity
e386,坏死性胰腺炎或胰腺周围脂肪发生局灶性坏死、液化继发感染,my_entity
e387,各种形式的免疫功能,my_entity
e388,隐球酵母科,my_entity
e389,乳酸链球菌肽,my_entity
e390,1918年4月3日,my_entity
e391,粉褶侧耳,my_entity
e392,536.,my_entity
e393,草菇（食用菌）,my_entity
e394,免疫分析法,my_entity
e395,疗养,my_entity
e396,碳、氢和氧,my_entity
e397,C30H22O12,my_entity
e398,抗原递呈细胞,my_entity
e399,mutation,my_entity
e400,名词,my_entity
e401,羊炭疽病,my_entity
e402,过氧乙酸、高锰酸钾,my_entity
e403,圆形、椭圆、圆柱,my_entity
e404,B1a:873.09,my_entity
e405,C18H35ClN2O6S,my_entity
e406,抗原分离、抗原印迹和抗原检定,my_entity
e407,昆虫学家,my_entity
e408,进行药物敏感度的测定,my_entity
e409,二次感染细胞时,my_entity
e410,几乎对所有抗生素有抗药性的细菌,my_entity
e411,本菌在体内能形成荚膜,my_entity
e412,近日节律,my_entity
e413,衣原体门,my_entity
e414,熟石灰、消石灰,my_entity
e415,两性霉素B,my_entity
e416,在脊椎动物与人类之间自然传,my_entity
e417,病毒类疫苗,my_entity
e418,SARS冠状病毒（SARS-CoV）引起,my_entity
e419,网易游戏,my_entity
e420,手癣,my_entity
e421,化学药品,my_entity
e422,隐蔽期,my_entity
e423,百日咳毒素、丝状血凝素,my_entity
e424,前鞭毛体、无鞭毛体,my_entity
e425,传染性,my_entity
e426,Y,my_entity
e427,双螺旋中间体,my_entity
e428,燕平梅,my_entity
e429,Gill,my_entity
e430,polyether,my_entity
e431,低龄、年老体弱者,my_entity
e432,国务院特殊津贴专家,my_entity
e433,仅仅是血型的不同，都属健康人群,my_entity
e434,形成雾状,my_entity
e435,先天免疫功能异常,my_entity
e436,以自分泌和旁分泌方式发挥效应,my_entity
e437,免疫（希小宝演唱歌曲）,my_entity
e438,内科，心血管内科,my_entity
e439,咖啡酸,my_entity
e440,Principle,my_entity
e441,西非法郎,my_entity
e442,一元无机强酸,my_entity
e443,芽孢杆菌目,my_entity
e444,150—600毫微,my_entity
e445,症状复杂，可累及任何组织器官，包括皮肤，黏膜，骨，关节以及各内脏，较易侵犯神经系统,my_entity
e446,没有包膜的直径为70～90,my_entity
e447,西那卡塞等,my_entity
e448,性,my_entity
e449,婴儿成长所需的所有营养和抗体,my_entity
e450,肿瘤诱发（tumor-inducing）,my_entity
e451,鲜奶，凝乳剂，乳酸菌，盐,my_entity
e452,Agaricus,my_entity
e453,浆细胞,my_entity
e454,archaeobacteria,my_entity
e455,孕妇忌用,my_entity
e456,生物法,my_entity
e457,protist,my_entity
e458,进行分析后,my_entity
e459,1日每千克体重10mg，分3次用。,my_entity
e460,剂量过大可引起腹泻,my_entity
e461,静滴后数小时发生寒战,my_entity
e462,鼠属,my_entity
e463,450多种,my_entity
e464,极冷、极热或极大压强,my_entity
e465,两亲性,my_entity
e466,左霉素,my_entity
e467,抗毒素、抗菌血清,my_entity
e468,新型疫苗,my_entity
e469,螺杆菌属,my_entity
e470,生物武器,my_entity
e471,PTH,my_entity
e472,HBV,my_entity
e473,沙培林,my_entity
e474,硫化细菌,my_entity
e475,土壤、水、动物及人类的肠道,my_entity
e476,食欲不振、容易疲劳、虚弱,my_entity
e477,B细胞是参与体液免疫的致敏B细胞,my_entity
e478,Wanna,my_entity
e479,0.5～0.8μm,my_entity
e480,Panavision,my_entity
e481,Hoe-28o;,my_entity
e482,甲烷微菌属,my_entity
e483,700多种,my_entity
e484,子,my_entity
e485,用途广泛,my_entity
e486,腹痛、腹肌紧张、恶心、呕吐、发热，重者全身中毒性反应,my_entity
e487,微生物补充一种以上的营养物质,my_entity
e488,过敏体质者,my_entity
e489,异硫氰酸荧光素,my_entity
e490,Erwinia,my_entity
e491,Unionidae,my_entity
e492,黑洞,my_entity
e493,白色链霉菌,my_entity
e494,肺念珠菌病,my_entity
e495,181.9℃,my_entity
e496,引起人及动物的钩端螺旋体病,my_entity
e497,淋巴细胞产生的细胞因子,my_entity
e498,结膜炎，角膜炎,my_entity
e499,215-807-5,my_entity
e500,食管炎,my_entity
e501,仙居县环城西路50号,my_entity
e502,流感病毒,my_entity
e503,重要防卫体系,my_entity
e504,血球,my_entity
e505,技术分析等,my_entity
e506,蟎,my_entity
e507,由絮状表皮癣菌、须癣毛癣菌、红色毛癣菌等引起,my_entity
e508,HLA（人类白细胞抗原）,my_entity
e509,心跳过速，结膜炎和非渗出性咽峡炎，伴发热、头痛、发冷、肌痛及恶心、呕吐等,my_entity
e510,basidiospora,my_entity
e511,预防传染病,my_entity
e512,草菇,my_entity
e513,百度百科十大热词——2020·1,my_entity
e514,脂多糖的最外层部分,my_entity
e515,检测放射性标记物质的技术,my_entity
e516,NisinCAS:1414-45-5,my_entity
e517,crimean,my_entity
e518,内科，外科，肿瘤科,my_entity
e519,免疫规划,my_entity
e520,1965年9月,my_entity
e521,演员,my_entity
e522,是水中需氧污染物含量的综合指标,my_entity
e523,人二倍体细胞狂犬病疫苗,my_entity
e524,乙肝两对半,my_entity
e525,医药、工农业、环保,my_entity
e526,人工方法,my_entity
e527,ZHUSHEYONG,my_entity
e528,sensitive,my_entity
e529,微生物添加剂,my_entity
e530,盘菌目,my_entity
e531,auxotroph,my_entity
e532,布氏杆菌,my_entity
e533,急性、接触性,my_entity
e534,0.5,my_entity
e535,好氧法、厌氧法和生物酶法等,my_entity
e536,发黑,my_entity
e537,Zygomycotina,my_entity
e538,empyema,my_entity
e539,442.99800,my_entity
e540,中国、俄罗斯、澳大利亚等国及欧洲、北美洲等地区均有分布,my_entity
e541,Russula,my_entity
e542,免疫组化技术,my_entity
e543,牛肝菌科、乳牛肝菌科,my_entity
e544,磷烷,my_entity
e545,1955年3月11日,my_entity
e546,1953,my_entity
e547,感染科,my_entity
e548,脐带血,my_entity
e549,Chemolithoautotrophy,my_entity
e550,对肝脏有损伤性,my_entity
e551,常因链球菌或葡萄球菌分泌物积存于扁桃体窝引起,my_entity
e552,臭虫,my_entity
e553,subtilis,my_entity
e554,食品保鲜,my_entity
e555,免疫性,my_entity
e556,链球菌属,my_entity
e557,梭状芽胞杆菌属,my_entity
e558,多为肉质，含很少膜质或革质,my_entity
e559,用于霉菌酵母菌计数等,my_entity
e560,抗链球菌溶血素“O”试验,my_entity
e561,悉尼,my_entity
e562,漳州,my_entity
e563,正常菌群,my_entity
e564,白僵病,my_entity
e565,非特异性免疫,my_entity
e566,sporulation,my_entity
e567,风疹,my_entity
e568,利用甲醇作为唯一碳源和能源,my_entity
e569,calcium,my_entity
e570,硝基苯、硝基烷烃等,my_entity
e571,刺激B细胞增殖并产生免疫球蛋白G,my_entity
e572,v.Tiegh.,my_entity
e573,奈瑟菌属,my_entity
e574,中枢神经系统感染,my_entity
e575,Metronidazole,my_entity
e576,connective,my_entity
e577,1873,my_entity
e578,新型冠状病毒感染的肺炎,my_entity
e579,DNA连接酶,my_entity
e580,薄而均匀地平铺在舌面,my_entity
e581,2630吨,my_entity
e582,新型的冠状病毒,my_entity
e583,肝功能障碍,my_entity
e584,43～48岁人群,my_entity
e585,组织对重大疾病的综合防治等,my_entity
e586,1.38g/cm3,my_entity
e587,常见流感病,my_entity
e588,小腿屈面,my_entity
e589,cilia,my_entity
e590,咽痛，可伴流涕、发热、声嘶、胸闷等,my_entity
e591,黄嘌呤氧化酶,my_entity
e592,与人类健康密切相关,my_entity
e593,minimum,my_entity
e594,多节绦虫亚纲,my_entity
e595,乳酸杆菌,my_entity
e596,sheng,my_entity
e597,由卵菌纲引起的植物病害,my_entity
e598,2011年当选中国工程院院士,my_entity
e599,鹅颈烧瓶实验,my_entity
e600,马铃薯Y病毒,my_entity
e601,木蚤、目虱、床虱、壁虱,my_entity
e602,通常存在于正常人口腔，上呼吸道，肠道及阴道,my_entity
e603,鹅口疮，在颊，齿龈,my_entity
e604,肺炎疫苗,my_entity
e605,人类生物资源,my_entity
e606,生物饲料,my_entity
e607,充分发挥疫苗的免疫效果,my_entity
e608,泌尿外科,my_entity
e609,Eubacterium,my_entity
e610,科学,my_entity
e611,吸毒的致幻作用,my_entity
e612,郎格汉斯细胞,my_entity
e613,郑州市金水区,my_entity
e614,盆腔炎,my_entity
e615,Exogenous,my_entity
e616,350×250纳米,my_entity
e617,片剂：每片0.3g、0.5g,my_entity
e618,外毒素,my_entity
e619,梯形接合,my_entity
e620,弧菌科(Vibrionaceae),my_entity
e621,与化学毒物、放射线、病毒感染、免疫等有关,my_entity
e622,因病疫传播蔓延而致病,my_entity
e623,asexual,my_entity
e624,0.3～0.5um,my_entity
e625,蝶形红斑，皮损，内脏损害，或伴其他结缔组织病,my_entity
e626,为发烧、结膜潮红、咳嗽,my_entity
e627,放射自显影术,my_entity
e628,免疫反应,my_entity
e629,水产养殖,my_entity
e630,不产生新的亚型,my_entity
e631,1965年,my_entity
e632,抗原抗体浓度的比例等,my_entity
e633,Morchella,my_entity
e634,肉鞭动物亚门,my_entity
e635,股部、腹股沟、下肢,my_entity
e636,猪气喘病,my_entity
e637,蓝菌界,my_entity
e638,oncogene,my_entity
e639,1.745,my_entity
e640,前噬菌体,my_entity
e641,双翅目（ Diptera）,my_entity
e642,乙醇脱氢酶,my_entity
e643,月度榜单,my_entity
e644,Alcohol,my_entity
e645,自身免疫性疾病、变态反应性疾病,my_entity
e646,传染病学术语,my_entity
e647,病情反复,my_entity
e648,inoculation,my_entity
e649,两面凸中央凹的圆饼状,my_entity
e650,978-7-04-039389-7,my_entity
e651,蘑菇亚科,my_entity
e652,来自链球菌系的溶血素,my_entity
e653,乳铁蛋白,my_entity
e654,活化免疫细胞，抑制肿瘤的生长,my_entity
e655,用化学消毒药物作用于微生物,my_entity
e656,金钱菌属,my_entity
e657,鸡痘,my_entity
e658,泌尿系感染、肾结核、膀胱肿瘤及膀胱附近肿瘤压迫导致,my_entity
e659,分子免疫学,my_entity
e660,RNA病毒,my_entity
e661,毒血症,my_entity
e662,哺乳纲,my_entity
e663,链球菌科Streptococcaceae,my_entity
e664,芽胞杆菌科,my_entity
e665,Genome,my_entity
e666,致畸物,my_entity
e667,inner,my_entity
e668,2019年武汉病毒性肺炎病例,my_entity
e669,从DNA到蛋白质的过程叫基因表达,my_entity
e670,酵母菌目,my_entity
e671,老人、儿童和妇女,my_entity
e672,大豆及豆制品等,my_entity
e673,腹泻、寒颤、极度虚弱、法氏囊和肾脏病变,my_entity
e674,动物界,my_entity
e675,微生物学、分子生物学、遗传学,my_entity
e676,14147~14175,my_entity
e677,免疫球蛋白类,my_entity
e678,沸腾（物理学名词）,my_entity
e679,功能性食品添加概述,my_entity
e680,Toxoplasma,my_entity
e681,C8H16O2,my_entity
e682,dermatophytes,my_entity
e683,Methyl bromide；Bromomethane,my_entity
e684,积累贮存代谢产物、调节渗透压,my_entity
e685,rice,my_entity
e686,不溶于水，溶于多数有机溶剂,my_entity
e687,弧菌,my_entity
e688,《这是我们最爱的国家》,my_entity
e689,猴头蘑、刺猬菌、花菜菌、对脸蘑、羊毛菌、猴菇菌、喝拉巴,my_entity
e690,与肠道病毒基本相似,my_entity
e691,5536-17-4,my_entity
e692,中华人民共和国,my_entity
e693,血清球蛋白,my_entity
e694,可有低热（午后显著）、盗汗、乏力、消瘦等,my_entity
e695,沙眼,my_entity
e696,病原微生物，机体抵抗力减弱，性交传染,my_entity
e697,带状疱疹,my_entity
e698,甲型肝炎；甲肝,my_entity
e699,nutritive,my_entity
e700,古核生物,my_entity
e701,真核细胞型微生物,my_entity
e702,在分子氧缺乏或不存在下生长,my_entity
e703,肺炎、慢性腹泻、口腔与皮肤念珠菌感染及中耳炎等,my_entity
e704,外科，皮肤科,my_entity
e705,肾炎,my_entity
e706,1999年,my_entity
e707,骨髓的多能干细胞,my_entity
e708,20世纪70年代,my_entity
e709,可能与链球菌感染、病毒感染、药物等有关,my_entity
e710,革兰阳性菌、阴性菌等,my_entity
e711,6个月至2岁的婴幼儿,my_entity
e712,有颚亚门(Mandibulata),my_entity
e713,nucleic,my_entity
e714,脆弱拟杆菌,my_entity
e715,眼皮下垂、视力模糊、复视、斜视、苦笑容等,my_entity
e716,1973年9月24日,my_entity
e717,断裂方式,my_entity
e718,促进细胞生长的物质,my_entity
e719,促进小肠内比歧杆菌增殖等,my_entity
e720,EV71,my_entity
e721,人虱为媒介传播,my_entity
e722,感染性阴道炎,my_entity
e723,2009-7-1,my_entity
e724,硫化叶菌科,my_entity
e725,核有核膜、核仁和染色体，属于真核生物,my_entity
e726,非洲猪瘟,my_entity
e727,印度平菇,my_entity
e728,用菌种进行生产,my_entity
e729,林奈氏分类系统,my_entity
e730,AST,my_entity
e731,性传播，密切接触，间接接触，医源性感染，母婴传播,my_entity
e732,控制和改造真菌的知识和技能,my_entity
e733,女性正常生理弱酸阴道组织解剖学,my_entity
e734,噬菌体（Phage）,my_entity
e735,重症肌无力,my_entity
e736,无土栽培的关键,my_entity
e737,白蛋白,my_entity
e738,优势菌种,my_entity
e739,拷贝数,my_entity
e740,增强身体免疫功能,my_entity
e741,聚酯类聚合物,my_entity
e742,艾美耳属,my_entity
e743,Clinical Medicine,my_entity
e744,肺脏,my_entity
e745,菌褶,my_entity
e746,一个平面圆盘状的底和一个盖,my_entity
e747,肠病毒,my_entity
e748,小家鼠,my_entity
e749,字词,my_entity
e750,苯酚,my_entity
e751,有毒,my_entity
e752,48～52℃,my_entity
e753,免疫血清球蛋白，普通免疫球蛋白,my_entity
e754,超高热,my_entity
e755,162.5℃,my_entity
e756,生命（汉语词汇）,my_entity
e757,淋巴细胞为主的白细胞增多,my_entity
e758,药物变态反应,my_entity
e759,中东呼吸综合征,my_entity
e760,谷类,my_entity
e761,病毒、细菌、寄生虫等,my_entity
e762,厌氧型,my_entity
e763,干咳、胸痛、低热和呼吸障碍，丘疹或脓疱等,my_entity
e764,鲁大师,my_entity
e765,硫柳汞,my_entity
e766,吴又可,my_entity
e767,硫化叶菌目,my_entity
e768,PM10,my_entity
e769,extremophile,my_entity
e770,微痒或剧痒；丘疹，风团，小结节或糜烂，水疱等,my_entity
e771,安全类,my_entity
e772,未列入,my_entity
e773,医学、食品,my_entity
